index,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,clear-day,cloudy,fog,partly-cloudy-day,partly-cloudy-night,wind,rain,snow,ACORN-,ACORN-A,ACORN-B,ACORN-C,ACORN-D,ACORN-E,ACORN-F,ACORN-G,ACORN-H,ACORN-I,ACORN-J,ACORN-K,ACORN-L,ACORN-M,ACORN-N,ACORN-O,ACORN-P,ACORN-Q,ACORN-U,isHoliday,week sin,week cos,month sin,month cos,Year sin,Year cos
1628334,2012-05-04,0.005648993810711829,0.008696526893263608,0.03899411077401607,0.003939164222678038,0.027231213880009077,0.008803700749579178,-0.0018933190700263433,-0.1619626080741885,-0.510078346694568,-0.04272612819853794,0.3001197733942732,-0.10630991063538334,-0.09928121600664508,-0.15822816408439022,-0.056221084286545264,0.14871030268575192,-0.12893221686562045,-0.17392029100508455,0.1824217774600395,16:00:00,-0.07846915138654692,-0.02271714697114391,-0.15468675832137907,-0.019080914584303277,-0.0661178811093161,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.4034679559683159,0.32853386040573496,0.104552997705957,-0.4856022598794449,-0.15099448514644415,0.5125229677839576
1628335,2012-05-05,0.0005329561448113307,-0.00572387498512705,-0.03441914282917844,0.003939164222678038,-0.019245641245811636,-0.0056167011288114944,-0.0010374477930663994,-0.14070567646605542,-0.43486943304554293,-0.16103928712083393,0.15011977339427318,0.06991959756133798,-0.05598625897729559,-0.15205532457821735,0.1299261018606409,-0.08765333367788442,-0.1221341203326497,-0.16735034849208158,0.1824217774600395,17:00:00,-0.09718572892665389,-0.06740775048527686,-0.13390988388596803,-0.11765331431237941,-0.035814850806285825,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.5024990880660372,-0.11650800750717849,2.4534438237078238e-05,-0.496528459512566,-0.14258532978921745,0.5148550329593289
1628336,2012-05-06,0.0043885207625914135,0.005053347112820881,0.03639212203871296,0.003939164222678038,0.017784717675718438,0.00516052096913645,-0.0020644933254183335,-0.18198725379199504,-0.42372737176420594,-0.1653344843094321,0.25011977339427316,-0.08684269752062923,0.015199082355607518,-0.16182898712965765,0.12631859825313718,-0.05128969731424804,-0.07828639769498824,-0.177752757471003,0.1824217774600395,15:00:00,-0.11704821937737964,-0.08612432802538383,-0.17425917626778076,-0.11085521777940865,0.004589189597754673,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.22502002202274668,-0.47340387539901124,-0.10450392882948478,-0.485602259879463,-0.134136755037776,0.517039982952797
1628337,2012-05-07,-0.003767481313481841,-0.00814229978818545,-0.04185339635861587,0.003939164222678038,-0.02185512282022056,-0.008035125931869891,-0.0010374477930663994,0.006244415955386384,-0.09782207928509729,-0.018516834953711703,0.040119773394273195,-0.10835909096325216,0.021847371637267687,0.029529037561700333,0.020979492914031894,0.07598302995847916,0.12395697416089213,0.02591546043209042,0.1824217774600395,17:00:00,0.08272259804049664,-0.10598681847610958,0.00972155242839512,-0.0670074951417472,0.044993230001795115,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,-0.2200218458901984,-0.47340387539911716,-0.20446399666897747,-0.4533011883339184,-0.1256513344098873,0.5190771522074134
1628338,2012-05-08,-0.0046572269945080146,-0.008285291486052653,-0.04334024706450336,0.003939164222678038,-0.020211569885873533,-0.008178117629737098,-0.0005239250268904306,0.0912721423879187,0.0024564722469361255,0.11697711272297706,0.030119773394273186,-0.047908271291121074,-0.09084923935673228,0.10051669188268797,0.05344702538156432,0.07598302995847916,0.13585364309359094,0.10146979933162498,0.3252789203171823,16:00:00,0.09609158199771584,0.0937839989417667,0.09282905017003912,0.13523587671413317,0.08539727040583533,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,-0.49750091193365026,-0.11650800750741652,-0.29548693445445856,-0.40103695670007267,-0.1171316526468194,0.520965920181702
1628339,2012-05-09,0.0014968472992563375,0.0046585659969520694,0.027192242588851084,0.003939164222678038,0.018429293834456247,0.004765739853267625,-0.0012086220484583878,0.02780941903610107,0.019169564168941777,0.18570026774054826,0.2901197733942732,-0.055080402438662024,-0.07349882586557055,0.047533152788037714,-0.23154575961122065,0.25780121177666127,0.25448042759393086,0.04507779276168239,0.1824217774600395,14:00:00,0.22939945059970202,0.1071529828989859,0.03079954098605847,0.14713254564683198,0.11570030070886572,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,-0.7349345092494932,-0.02891043239105446,0.8513878603362681,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,-0.3984697798361306,0.3285338604055441,-0.37359460302795844,-0.33109376269198354,-0.10858030492622484,0.5227057115386285
1628340,2012-05-10,-0.0026552992121991227,-0.0062492140490304805,-0.03506964001300422,0.003939164222678038,-0.015960086663929278,-0.006142040192714922,-0.0013797963038503763,0.0875752847169391,0.04981023269261864,0.26926137668236794,0.3101197733942732,0.30659992543019043,-0.06052655409647667,0.09743027212960154,-0.03241156047702143,0.22143757541302467,0.15930707613234008,0.09818482807512346,0.1824217774600395,12:00:00,0.12244757894194813,0.24695435799447862,0.08921568070301128,0.27153771220019707,0.15610434111290616,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,-0.7349345092494932,-0.02891043239105446,0.8513878603362681,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.002499088065750832,0.526596124600605,-0.4353733224705188,-0.24652845951268737,-0.09999989607143045,0.5242959963208984
1628341,2012-05-11,0.0003105197245547864,0.012327272613022255,0.04456980092109414,0.003939164222678038,0.042868305773423286,0.01243444646933781,-0.0015509705592423647,0.04937442211681581,0.2085846059516715,-0.031011954047815538,-0.029880226605726812,0.15291140084002652,0.13584120980817704,0.0655372680143752,0.14147011340465243,-0.251289697314248,-0.120434596199407,0.06424012509127458,0.3252789203171823,14:00:00,-0.09833164183727267,0.05329507609990258,0.05187752954372177,0.03326442871957169,0.1965083815169465,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,-0.7349345092494932,-0.02891043239105446,0.8513878603362681,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.4034679559685272,0.3285338604054633,-0.4781230662955771,-0.15103695670010486,-0.09139303975806551,0.5257362901123661
1628342,2012-05-12,-0.001543117110916408,-0.007433558329191469,-0.03637063438065577,0.003939164222678038,-0.02150760737885895,-0.007326384472875914,-0.0005239250268904306,0.005012130065059794,0.41192722433607265,-0.19696275451638257,-0.3198802266057268,-0.10221154997964563,0.3849088277747724,0.028500230977338226,0.13569810763264667,-0.3603806064051571,-0.07420753977520578,0.024820470013256435,0.4681360631743252,16:00:00,-0.10597106124139793,-0.08727024093600261,0.008517095939385766,-0.10915569364616595,0.22681141181997677,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.5024990880661693,-0.11650800750658441,-0.4999754655617924,-0.04879269114638962,-0.08276235771799567,0.5270261541855807
1628343,2012-05-13,0.0016451382460940314,-0.0025594065410223556,-0.015926437174702865,0.003939164222678038,-0.01134644727352949,-0.0024522326847067934,0.0001607719946775249,0.06108113807491811,0.08602193185696405,-0.12823959949881125,-0.2898802266057268,-0.031514828668170236,0.2895626302719342,0.07531093056581561,0.10178757372211267,-0.28765333367788437,-0.09256240041422692,0.074642534070196,0.4681360631743252,13:00:00,-0.05058527056148965,-0.09490966034012788,0.06331986618931057,-0.06292863722196473,0.2672154522240173,-0.0046415774631030126,-0.010381524452124305,-0.07251981678049316,0.2650654907505068,-0.02891043239105446,-0.14861213966373185,0.019408476270979302,-0.019408476270979358,0.0,-0.0243212176068261,-0.0027683649628848345,-0.018491506025448263,-0.055772486653750536,-0.2999390348810245,-0.14460888819071985,-0.028202289495797273,-0.0644410034684041,-0.008028944094113187,-0.01434986747255323,0.9606213953905882,-0.0524424696234126,-0.014876611087423233,-0.024414099025306134,-0.016832731162526274,-0.0178793613747946,-0.16764971362601577,-0.0056028066395876815,0.0,0.22502002202244148,-0.473403875399162,-0.49997546556178424,0.055735772121335125,-0.07411047894052136,0.5281651956354587
